Video,action,Context
P32_cam01,salat,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Pan is placed on the white stove.Cluttered things can be seen on the kitchen counter like bowl with spoon,mug,plastic conatiner,plate,kiwi,apple,milk,electric kettle etc. The man is making Salat."
P32_cam01,scrambledegg,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Pan is placed on the white stove.Cluttered things can be seen on the kitchen counter like bowl with spoon,plate,butter with knife,electric kettle etc. The man is making Scrambled egg."
P32_cam01,coffee,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Pan is placed on the white stove.Cluttered things can be seen on the kitchen counter like bowl with spoon,mug,electric kettle,butter with knife etc. The man is making coffee."
P32_cam01,cereals,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl,milk,cereal,electric kettle,plastic container etc. The man is making cereal."
P32_cam01,friedegg,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Pan is placed on the white stove.Cluttered things can be seen on the kitchen counter like bowl,plate,electric kettle,butter with knife etc. The man is making friedegg."
P32_cam01,juice,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl with spoon,plate,plastic conatiner,mug,electric kettle,orange,juicer,glass etc. The man is making Juice."
P32_cam01,tea,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back. Handwash can also be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl with spoon,mug,electric kettle etc. The man is making Tea."
P32_cam02,friedegg,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like bowl,cereal,milk,Electric kettle,etc. The man is making Cereal"
P32_cam02,sandwich,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like plate,bowl,butter,bun,cereal,milk,Electric kettle etc. The man is making Sandwich."
P32_cam02,pancake,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.Pan with spatulla is placed on the white stove.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like Tissue roll,bowl,milk,plate,Electric kettle,etc. The man is making Pancake"
P32_cam02,milk,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like plate,milk,Electric kettle,bowl,mug etc. The man is making Milk."
P32_cam02,tea,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like milk,Electric kettle,mug,plate,bowl etc. The man is making Tea."
P32_cam02,coffee,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.Pan is placed on the white stove.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like mug,milk,Electric kettle,etc. The man is making Coffee"
P32_cam02,cereals,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like bowl,cereal,milk,Electric kettle,etc. The man is making Cereal"
P32_cam02,scrambledegg,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.Pan with spatulla is placed on the white stove.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like Tissue roll,milk,plate,Electric kettle,salt and pepper jar etc. The man is making Scrambled egg."
P32_cam02,salat,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like plate,bowl,butter,bun,cereal,milk,Electric kettle etc. The man is making Sandwich."
P32_cam02,juice,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the left side of man.The camera is placed at the right side covering the side view.Two laptops can be seen at the back,one is placed on the chair,other is placed on the table.A towel can be seen hanging on the wall beside the table.Cluttered things can be seen on the kitchen counter like plate,orange,glass,juicer,milk,Electric kettle,bowl,mug etc. The man is making Juice."
P32_stereo,tea_ch1,"A man wearing a black hoodie and glasses is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle and sponge can be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl with spoon,tea bags,electric kettle,mug,tissue roll etc. The man is making tea."
P32_stereo,tea_ch0,"A man wearing a black hoodie and glasses is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle and sponge can be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl with spoon,tea bags,electric kettle,mug,tissue roll etc. The man is making tea."
P32_stereo,sandwich_ch1,"A man wearing a black hoodie and glasses is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle and sponge can be seen beside the sink.Cluttered things can be seen on the kitchen counter like mug,plate,milk,plastic container,electric kettle,tissue roll,cereal,bun,butter etc. The man is making sandwich."
P32_stereo,sandwich_ch0,"A man wearing a black hoodie and glasses is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle and sponge can be seen beside the sink.Cluttered things can be seen on the kitchen counter like mug,plate,milk,plastic container,electric kettle,tissue roll,cereal,bun,butter etc. The man is making sandwich."
P32_stereo,milk_ch1,"A man wearing a black hoodie and glasses is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A sponge can be seen beside the sink.Cluttered things can be seen on the kitchen counter like mug,plate,milk,plastic container,electric kettle,tissue roll,bowl with spoon etc. The man is making milk."
P32_stereo,coffee_ch1,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A sponge can be seen beside the sink.Pan with spatulla is placed on the white stove.Cluttered things can be seen on the kitchen counter like bowl with spoon,butter with knife,mug,electric kettle,tissue roll etc. The man is making coffee."
P32_stereo,coffee_ch0,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle and sponge can be seen beside the sink.Pan with spatulla is placed on the white stove.Cluttered things can be seen on the kitchen counter like bowl with spoon,butter with knife,mug,electric kettle,tissue roll etc. The man is making coffee."
P32_stereo,cereals_ch1,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle can be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl,mug,plate,cereal,milk,plastic container,electric kettle,tissue roll etc. The man is making cereal."
P32_stereo,cereals_ch0,"A man wearing a black hoodie is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle can be seen beside the sink.Cluttered things can be seen on the kitchen counter like bowl,mug,plate,cereal,milk,plastic container,electric kettle,tissue roll etc. The man is making cereal."
P32_stereo,milk_ch0,"A man wearing a black hoodie and glasses is working on the kitchen counter.There are white cabinets above the man.A painting is hanging on the wall beside the camera at the right side of man.The camera is placed beside the cabinet covering the side view.Laptop is placed on the blue chair at the back.A white bottle and sponge can be seen beside the sink.Cluttered things can be seen on the kitchen counter like mug,plate,milk,plastic container,electric kettle,tissue roll,bowl with spoon etc. The man is making milk."
P33_cam01,friedegg,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a stove, etc on the counter, and the cups are beside the sink, and an empty bowl. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A frying pan is on the stove. there is a plate with a slice of bread"
P33_cam01,cereals," A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, etc on the counter, the cups are beside the sink. The camera is on the left side of the man. A chair is on the left side of the man there is a laptop on the chair. A picture of a man on the wall.At the end of the video the bowl filled with cereal and milk"
P33_cam01,sandwich,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a stove, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the counter. There are two cups beside the sink one cup is with a spoon init. At the end of the video, a girl in a black shirt and brown hair appeared. "
P33_cam01,pancake,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a stove, etc on the counter, and the cups are beside the sink, and an empty bowl with a spoon in it. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall.A frying pan is on the stove. there is a plate with a slice of bread."
P33_cam01,scrambledegg,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a stove, etc on the counter, and the cups are beside the sink, and an empty bowl. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A frying pan is on the stove. there is a plate with a slice of bread.   "
P33_cam01,tea,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like milk carton, liquid dispensers, a black box, two cups beside the sink, and an empty bowl. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. At the end of the video, a cup appeared in front of a black box on the kitchen counter, and a brown hair woman leaned on the laptop.           "
P33_cam01,salat,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a stove, etc on the counter, and a cup is beside the sink. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A cup with a spoon is in the sink, a chocolate spread container is on the left side of the counter."
P33_cam01,milk,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like milk carton, liquid dispensers, a black box, a small plastic container in the front of the black box, two cups beside the sink, and an empty bowl. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. At the end of the video, a chocolate spread container a cup of milk with a spoon in it is on the kitchen counter."
P33_cam01,juice," A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like milk carton, liquid dispensers, a black box, the cup left side of the man's hand with a spoon in it, another cup beside the sink, and an empty bowl. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. In the end of the video a half glass of juice appeared on the counter             "
P33_cam01,coffee,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, etc on the counter, and the cups are beside the sink one cup is upside down, and a chocolate spread box. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. At the end of the video, the teapot appeared, the cup is filled with coffee"
P33_cam02,tea,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like a milk carton and a black jug, a coffee maker with coffee cattle. The camera is on the right side of the man. A chair is on the left side of the man, there is a laptop on the chair. There is a pink towel on the chair's back. At the end of the video, a mug of tea is on the kitchen counter."
P33_cam02,sandwich,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like a milk carton, a black jug, half a glass of juice, a saucer filled with peel-off, and a plat, sandwich bread in it. The camera is on the right side of the man. A chair is on the left side of the man. a pink towel is on the chair's back. There is a laptop on the chair seat. A picture of a man on the wall. A knife is in the person's hand. At the end of the video, a woman in a black jersey appeared. "
P33_cam02,salat,"like milk A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter carton, a black jug, half a glass of juice, a saucer, and an empty bowl. The camera is on the right side of the man. A chair is on the left side of the man there is a laptop on the chair. A picture of a man on the wall. A knife is in the person's hand. At the end of the video the bowl filled with salad, the saucer filled with peel off"
P33_cam02,pancake,"A man with a gray shirt and white scarf is in the video. there are cluttered things like, a coffee maker with coffee cattle, a white colored stove, a frying pan on the stove, a plate with bread on the left side of the man on the counter, a brown plate filled with egg beside the stove, an empty white bowl in front of the stove on the kitchen counter, a salt bottle, a black paper bottle The camera is on the right side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall."
P33_cam02,scrambledegg,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like a milk carton and a brown empty plat. The camera is on the right side of the man. A chair is on the left side of the man. There are two laptops one is on the table back side of the man, another is on the chair seat. A picture of a man on the wall. A white colored stove, a salt bottle, and a black paper bottle are on the kitchen top. There is a frying pan on the stove. In the end, the scrambled egg is on the brown plate."
P33_cam02,juice,"A man with a gray shirt and white scarf is in the video. there are cluttered things like a milk carton, a coffee maker with coffee cattle, an orange, a knife, a cup, a .black jug, a white saucer between the jug and coffee maker, etc on the kitchen counterThe camera is on the right side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall.Mid of the video there is half orange in the saucer."
P33_cam02,friedegg,"A man with a gray shirt and white scarf is in the video. there are cluttered things like a milk carton, a coffee maker with coffee cattle, a white colored stove, a frying pan on the stove, a plate with bread on the left side of the man on the counter, a brown plate filled with egg beside the stove, on the kitchen counter, a salt bottle, a black paper bottle The camera is on the right side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall.    "
P33_cam02,coffee,"A man with a gray shirt and white scarf is in the video. there are cluttered things like milk ad cereal cartons, a sink, a coffee maker with coffee cattle, etc on the kitchen counter, and acup is beside the sink. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. "
P33_cam02,cereals,"A man with a gray shirt and white scarf is in the video. there are cluttered things like milk and a cereal Carton, a half glass of juice, a sink, a coffee maker with coffee cattle, a glass bowl, etc on the counter, and the cups are beside the sink. The camera is on the right side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall."
P33_cam02,milk,"A man with a gray shirt and white scarf is in the video. there are cluttered things like a milk carton, a coffee maker with coffee cattle, and a black jug, there is a small milk box beside the black jug. The camera is on the right side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. At the end of the video, a cup is on the counter beside the black jug. In end there is no milk box on the counter."
P33_stereo,tea_ch0,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter like milk and cereal carton, liquid dispensers, a black box, two cups beside the sink. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. At the end of the video, a cup appeared in front of a black box on the kitchen counter, and a brown hair woman leaned on the laptop."
P33_stereo,tea_ch1,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things on the counter l cereal carton, liquid dispensers, a black box, and a cup beside the sink. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. At the end of the video, a cup appeared in front of a black box on the kitchen counter, and a brown hair woman leaned on the laptop."
P33_stereo,sandwich_ch1,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like cereal carton, liquid dispensers, a half glass of juice, a coffee maker, a small glass bowl with some milk in it, a plate with a piece of bread, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the man. There is a cup beside the sink. In the mid of the video, a dog's head appeared. A woman in a black jersey and blue pant."
P33_stereo,sandwich_ch0,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like cereal carton, liquid dispensers, a half glass of juice, a coffee maker, a small glass bowl with some milk in it, a plate with a piece of bread, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the counter. There are two cups beside the sink one cup is with a spoon init. "
P33_stereo,milk_ch1,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like cereal carton, liquid dispensers, a black jug, a coffee maker, a sink, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the counter. There is a cup beside the sink. A small milk container is in front of the black jug. At the end of the video, the cup is in front of the black jug, and the milk container disappeared  "
P33_stereo,cereals_ch1,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a coffee maker, a small glass bowl, a plate with a piece of bread, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the counter. There is a cup beside the sink.               "
P33_stereo,cereals_ch0,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like milk carton, liquid dispensers, a half glass of juice, a coffee maker, a small glass bowl, a plate with a piece of bread, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the counter. There are two cups beside the sink one cup is with a spoon init. "
P33_stereo,milk_ch0,"A man with a gray shirt and white scarf at the start of the video. there are cluttered things like cereal carton, liquid dispensers, a black jug, a coffee maker, a sink, etc on the counter. The camera is on the left side of the man. A chair is on the right side of the man there is a laptop on the chair. A picture of a man on the wall. A butter container is on the left side of the counter. There are two cups beside the sink. A small milk container is in front of the black jug."
P34_cam01,tea,"A man with a black shirt and pants, P cap. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is an electric kettle, and a frying pan is on the stove. a cup and a tea bag pack. The camera is on the right side of the man."
P34_cam01,cereals,"At the beginning of the video, there is no person in the room. there are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a bowl, saucer, cereal box, and kettle. In the mid of the video, a man appears with a black shirt and pants, a P cap. The camera is on the right side of the man"
P34_cam01,coffee,"A man with a black shirt and pants, a P cap. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a coffee maker and a mug of coffee on the table. At the end of the video, there is no mug on the table. The camera is on the right side of the man."
P34_cam01,friedegg,"A man with a black shirt and pants. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a coffee maker and a plate on the table, a spatula, and an egg is on the plate. mid of the video a frying pan is on the hot stove, and some utensils are staged on the top shelf of the coffee maker. The camera is on the right side of the man.   "
P34_cam01,scrambledegg,"A man with a black shirt and pants, P cap. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a coffee maker, and some utensils are staged on the top shelf of the coffee maker. A plate, a blow, an edd is on the plate. There is a frying pan with spatula on the stove.  The camera is on the right side of the man."
P34_cam01,milk,"A man with a black shirt and pants, P cap. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a coffee maker, and some utensils are staged on the top shelf of the coffee maker. There is a frying pan on the stove. A maroon color cup is on the table beside the stove. In the mid of the video, a tetra pack appears on the table, and a spoon is on the table.  The camera is on the right side of the man."
P34_cam01,juice,"A man with a black shirt and pants, P cap. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a coffee maker and a plate a bowl, and a cereal box on the table in front of the man, and some utensils are staged on the top shelf of the coffee maker. In the mid of the video, there is an orange, a juice extractor, and a knife on the table. The camera is on the right side of the man. "
P34_cam01,sandwich,"A man with a black shirt and pants. There are many things like an LCD mounted on the left side of the wall and beside the LCD a picture of a man hanging on the wall. there is a window adjacent to the wall. There is a shelf along with the wall, and on the shelf, the cluttered things. On the other side of the wall some bottles and jars on the shelf, There are two tables in the room one is in front of the window other is in front of the shelf. A laptop is on the table beside the glass window. On the other table, there is a coffee maker and a plate on the table, a spatula, and an egg is on the plate. mid of the video a frying pan is on the hot stove, and some utensils are staged on the top shelf of the coffee maker. The camera is on the right side of the man.   "
P34_cam02,friedegg,"There is a man and a woman at the beginning of the video. The woman is in a black gown and gray trousers man is in a black shirt and trousers. The camera is on the right side of the man. A shelf is in the passage. In the front of man, there is a brown table, and a white plate is on the table. beside the table, there is a hot stove. A frying pan is on the stove, in front of the stove there is a shelf, on the shelf there are so many boxes and some bottles. Beside the shelf, there is a table. A tetra pack of milk, a glass bottle. few pieces of cloth, a bowl. Under the table, there are two white transparent bottles and a red and black big size container. At the end of the video, there is a woman appears in front of the shelf, the spatula is in the frying pan "
P34_stereo,tea_ch0,"There is a kitchen in the video. A man is in a black shirt and in black pants with a P cap. The camera is on the left side of the man. There is a brown counter, a wooden table mat, a white and purple printed bowl, a glass sugar pot, a coffee maker jug, a frying pan, and a cereal packet on the brown table. A tissue hanger with a tissue roll hanging on the wall facing the man. The corner of the kitchen cabinet is on the facing wall of the man. A white fridge is just beside of kitchen entrance. There are many bottles located on the fridge top. At the beginning and the end of the video, a woman with a black shirt and white trousers appears and leans in front of the fridge. There is a door outside the kitchen in the passage, and beside the door a black box on the wall."
P34_stereo,juice_ch1,"There is a kitchen in the video. A man is in a black gown and in gray pants with a P cap. The camera is on the left side of the man. There is a brown counter, a glass sugar pot, a coffee maker jug, an orange present on the counter, a frying pan on the hot stove, a knife placed on a wooden table mat, and a tissue hanger with a tissue roll hanging on the wall facing the man. The corner of the kitchen cabinet is on the facing wall of the man. A white fridge is just beside of kitchen entrance. There are many bottles located on the fridge top. At the beginning and the end of the video, a woman with a black shirt and white trousers appears and leans in front of the fridge. There is a door outside the kitchen in the passage, and beside the door a black box on the wall.  "
P34_stereo,salat_ch0,"There is a kitchen in the video. A man is in a black gown and in gray pants with a P cap. The camera is on the left side of the man. There is a brown counter. There are many things on the counter like, a glass sugar pot, a coffee maker jug, a white bowl, a plate, an egg and spoon placed on the plate, a frying pan on the stove, a tissue hanger with a tissue roll hanging on the wall facing the man. The corner of the kitchen cabinet is on the facing wall of the man. A white fridge is just beside of kitchen entrance. There are many bottles located on the fridge top. At the beginning and the end of the video, a woman with a black shirt and white trousers appears and leans in front of the fridge. There is a door outside the kitchen in the passage, and beside the door a black box on the wall."
P34_stereo,sandwich_ch1,"There is a kitchen in the video. A man is in a black gown and in gray pants with a P cap. The camera is on the left side of the man. There is a brown counter, a glass sugar pot, a coffee maker jug, a wooden table mat, a paper bag present on the counter, and a frying pan on the stove, in the mid of video there is a loaf of bread placed on a paper bag that can be seen, a tissue hanger with a tissue roll hanging on the wall facing the man. The corner of the kitchen cabinet is on the facing wall of the man. A white fridge is just beside of kitchen entrance. There are many bottles located on the fridge top. At the beginning and the end of the video, a woman with a black shirt and white trousers appears and leans in front of the fridge. There is a door outside the kitchen in the passage, and beside the door a black box on the wall."
P34_stereo,sandwich_ch0,"There is a kitchen in the video. A man is in a black gown and in gray pants with a P cap. The camera is on the left side of the man. There is a brown counter, a glass sugar pot, a coffee maker jug, a wooden table mat, a paper bag present on the counter, and a frying pan on the stove, in the mid of video there is a loaf of bread placed on a paper bag that can be seen, a tissue hanger with a tissue roll hanging on the wall facing the man. The corner of the kitchen cabinet is on the facing wall of the man. A white fridge is just beside of kitchen entrance. There are many bottles located on the fridge top. At the beginning and the end of the video, a woman with a black shirt and white trousers appears and leans in front of the fridge. There is a door outside the kitchen in the passage, and beside the door a black box on the wall."
P34_stereo,tea_ch1,"There is a kitchen in the video. A man is in a black gown and in gray pants with a P cap. The camera is on the left side of the man. There is a brown counter. There are many things on the counter like, a glass sugar pot, a coffee maker jug, a frying pan on the stove, and a tissue hanger with a tissue roll hanging on the wall facing the man. The corner of the kitchen cabinet is on the facing wall of the man. A white fridge is just beside of kitchen entrance. There are many bottles located on the fridge top. In the mid of the video, a tea mug is placed on the counter and a tea bag box is present beside the mug.  At the beginning and the end of the video, a woman with a black shirt and white trousers appears and leans in front of the fridge. There is a door outside the kitchen in the passage, and beside the door a black box on the wall"
